Industry,Company_Size,Website_Quality,LinkedIn_Activity,Email_Available,Location,Estimated_Revenue,Number_of_Employees,Previous_Response,Meeting_Status,Lead_Quality
Marketing,Small,,Medium,Yes,Multan,2987000.0,135,No Response,Completed,Low
Technology,Medium,Average,Low,Yes,Islamabad,524000.0,220,Negative,Not Contacted,Low
Finance,Medium,,High,Yes,Islamabad,2445000.0,45,No Response,Scheduled,Medium
Manufacturing,Small,Good,High,Yes,Peshawar,1104000.0,37,No Response,Completed,Medium
Healthcare,Small,Good,High,Yes,Karachi,297000.0,34,Neutral,Completed,Medium
Technology,Large,Poor,Low,Yes,Islamabad,1980000.0,102,Positive,Not Contacted,Medium
Finance,Small,Good,Medium,No,Islamabad,559000.0,88,Neutral,Scheduled,Low
Technology,Medium,Good,Low,Yes,Lahore,3813000.0,65,Positive,Scheduled,High
Healthcare,Large,Good,Low,Yes,Karachi,4459000.0,67,Positive,Not Scheduled,High
Marketing,Medium,Poor,Medium,No,Islamabad,4347000.0,73,No Response,Not Contacted,Low
Technology,Large,Good,Low,Yes,Faisalabad,463000.0,1343,Positive,Scheduled,High
Manufacturing,Small,Good,Medium,Yes,Lahore,274000.0,24,Negative,Not Scheduled,Low
Marketing,Small,Excellent,High,Yes,Peshawar,1933000.0,61,No Response,Completed,High
Healthcare,Small,,,No,Islamabad,1123000.0,186,Positive,Scheduled,Low
Retail,Small,Good,Medium,No,Rawalpindi,1321000.0,282,Positive,Scheduled,Medium
Technology,Medium,Excellent,High,Yes,Quetta,458000.0,137,Neutral,Scheduled,High
Technology,Small,Excellent,Medium,Yes,Peshawar,1590000.0,113,Positive,Scheduled,High
Healthcare,Small,,Medium,Yes,Quetta,885000.0,45,Negative,Not Scheduled,Low
Manufacturing,Medium,Average,High,Yes,Peshawar,1277000.0,107,No Response,Not Contacted,Low
Finance,Small,Good,Medium,Yes,Rawalpindi,5798000.0,58,No Response,Scheduled,Low
Technology,Small,Excellent,Low,Yes,Quetta,438000.0,36,Negative,Scheduled,Low
Marketing,Medium,Average,Low,Yes,Quetta,1158000.0,205,Negative,Completed,Medium
Technology,Large,Poor,Medium,Yes,Rawalpindi,4067000.0,79,Positive,Not Contacted,Medium
Healthcare,Medium,Good,High,Yes,Karachi,1686000.0,71,Positive,Not Scheduled,High
Education,Large,Good,Medium,No,Quetta,884000.0,61,Positive,Not Contacted,Medium
Healthcare,Large,Good,Low,Yes,Quetta,916000.0,75,No Response,Not Scheduled,Low
Real Estate,Medium,Good,Low,Yes,Faisalabad,1824000.0,53,,Scheduled,High
Education,Medium,Good,Low,Yes,Karachi,850000.0,31,No Response,Completed,Medium
Marketing,Small,Excellent,Low,Yes,Faisalabad,365000.0,327,Positive,Not Scheduled,Medium
Healthcare,Large,Average,Medium,No,Rawalpindi,558000.0,115,Positive,Scheduled,High
Technology,Small,Average,High,Yes,Quetta,790000.0,68,Positive,Not Scheduled,Medium
Healthcare,Small,Good,Medium,Yes,Peshawar,496000.0,136,Negative,Not Scheduled,Low
Retail,Medium,Excellent,Medium,Yes,Rawalpindi,2249000.0,47,Neutral,Not Contacted,Medium
Technology,Small,Poor,Low,No,Faisalabad,994000.0,33,No Response,Not Scheduled,Low
Marketing,Medium,Excellent,Medium,Yes,Karachi,2119000.0,53,No Response,Not Contacted,Medium
Finance,Small,Excellent,Medium,Yes,Rawalpindi,1609000.0,64,No Response,Completed,Medium
Technology,Small,Good,Medium,Yes,Karachi,2635000.0,28,No Response,Not Scheduled,Low
Technology,Large,Excellent,Medium,Yes,Karachi,3190000.0,90,No Response,Scheduled,High
Manufacturing,Medium,Excellent,Low,Yes,Islamabad,192000.0,58,Positive,Not Scheduled,Medium
Education,Large,Good,Medium,Yes,Faisalabad,576000.0,79,No Response,Scheduled,High
Healthcare,Small,Poor,High,Yes,Karachi,5927000.0,35,Negative,Not Contacted,Low
Marketing,Medium,Average,High,Yes,Peshawar,827000.0,43,Neutral,Not Scheduled,Medium
Education,Medium,Good,Medium,Yes,Islamabad,2019000.0,46,No Response,Not Scheduled,Low
Education,Small,Poor,Medium,Yes,Islamabad,1247000.0,62,No Response,Scheduled,Low
Real Estate,Medium,Average,Low,No,Peshawar,1530000.0,323,No Response,Not Scheduled,Low
Manufacturing,Medium,Good,Low,Yes,Faisalabad,17624000.0,51,Negative,Scheduled,Medium
Marketing,Medium,Average,Medium,Yes,Rawalpindi,141000.0,101,Positive,Not Contacted,Medium
Real Estate,Small,Good,High,Yes,Faisalabad,550000.0,35,No Response,Not Scheduled,Medium
Technology,Large,Poor,Low,Yes,Islamabad,321000.0,23,Negative,Scheduled,Low
Real Estate,Small,Good,Medium,Yes,Lahore,1688000.0,211,Negative,Completed,Medium
Technology,Small,Average,High,Yes,Peshawar,628000.0,174,No Response,Completed,Medium
Finance,Medium,Excellent,Medium,Yes,Lahore,995000.0,227,Positive,Not Scheduled,High
Education,Medium,Average,High,Yes,Peshawar,1081000.0,7,No Response,Scheduled,Low
Finance,Medium,Good,High,Yes,Faisalabad,907000.0,94,No Response,Scheduled,Medium
Healthcare,Medium,Good,Low,Yes,Faisalabad,599000.0,88,No Response,Completed,Medium
Retail,Small,Average,Medium,Yes,Faisalabad,361000.0,44,No Response,Not Scheduled,Low
Education,Small,Average,Medium,Yes,Quetta,1442000.0,23,Positive,Completed,High
Finance,Small,Poor,High,Yes,Quetta,1144000.0,74,Positive,Not Scheduled,Medium
Technology,Medium,Average,,Yes,Rawalpindi,4056000.0,124,Neutral,Not Contacted,Low
Marketing,Large,Good,,Yes,Multan,694000.0,104,No Response,Not Scheduled,Medium
Retail,Small,Good,Low,Yes,Karachi,1114000.0,152,No Response,Completed,Medium
Marketing,Small,Good,Low,Yes,Peshawar,7001000.0,344,Positive,Not Scheduled,High
Finance,Large,Excellent,High,Yes,Peshawar,5583000.0,103,Neutral,Not Scheduled,High
Technology,Large,Average,Medium,Yes,Quetta,825000.0,322,Neutral,Completed,High
Real Estate,Small,Good,Medium,Yes,Peshawar,1172000.0,173,Positive,Scheduled,High
Technology,Medium,Excellent,Low,Yes,Peshawar,2831000.0,104,No Response,Scheduled,Medium
Real Estate,Large,Average,Medium,No,Peshawar,4469000.0,100,Positive,Scheduled,High
Healthcare,Small,Excellent,High,Yes,Lahore,2891000.0,215,Neutral,Not Contacted,Medium
Finance,Small,Average,Low,No,Lahore,5944000.0,57,No Response,Not Contacted,Low
Healthcare,Small,Average,High,Yes,Quetta,502000.0,351,No Response,Completed,High
Manufacturing,Small,Average,Medium,Yes,Lahore,998000.0,644,Positive,Scheduled,Medium
Finance,Large,Excellent,Low,Yes,Faisalabad,1273000.0,149,No Response,Not Contacted,Medium
Finance,Large,Good,Medium,Yes,Islamabad,21081000.0,95,No Response,Scheduled,High
Manufacturing,Medium,,Low,Yes,Quetta,1035000.0,587,Neutral,Scheduled,Medium
Healthcare,Small,Average,Low,No,Karachi,4263000.0,56,No Response,Scheduled,Low
Manufacturing,Small,Excellent,Medium,Yes,Multan,1939000.0,15,Positive,Not Scheduled,Medium
Manufacturing,Small,Good,Low,Yes,Peshawar,1179000.0,44,Positive,Scheduled,High
Education,Medium,Good,Low,Yes,Rawalpindi,219000.0,67,Neutral,Scheduled,Medium
Finance,Medium,Excellent,Medium,Yes,Lahore,1279000.0,21,Positive,Scheduled,High
Manufacturing,Medium,Good,High,Yes,Quetta,298000.0,51,Positive,Scheduled,High
Healthcare,Small,Good,High,No,Lahore,1012000.0,31,Neutral,Scheduled,Medium
Healthcare,Medium,Good,Medium,Yes,Faisalabad,863000.0,256,Positive,Not Scheduled,High
Real Estate,Small,Excellent,Medium,Yes,Quetta,1764000.0,39,No Response,Scheduled,Low
Real Estate,Small,Excellent,Low,Yes,Rawalpindi,1797000.0,75,Positive,Scheduled,High
Technology,Small,Poor,Low,Yes,Lahore,990000.0,584,No Response,Completed,Low
Finance,Large,Average,Medium,Yes,Peshawar,440000.0,84,No Response,Not Contacted,Low
Marketing,Medium,Excellent,Low,Yes,Multan,506000.0,273,Positive,Not Scheduled,High
Manufacturing,Small,Average,Medium,Yes,Faisalabad,460000.0,33,Positive,Not Contacted,Low
Retail,Small,Average,Medium,Yes,Multan,1323000.0,58,Neutral,Scheduled,Medium
Manufacturing,Small,Good,High,Yes,Peshawar,215000.0,153,No Response,Not Contacted,Low
Manufacturing,Small,Good,Low,Yes,Islamabad,522000.0,382,Neutral,Not Contacted,Low
Manufacturing,Small,Average,Medium,Yes,Lahore,2235000.0,59,No Response,Scheduled,Low
Technology,Small,Excellent,Low,No,Quetta,2316000.0,219,Neutral,Not Scheduled,Low
Technology,Large,Good,Low,Yes,Islamabad,3130000.0,316,No Response,Not Scheduled,Medium
Real Estate,Small,Good,High,Yes,Peshawar,1911000.0,69,Neutral,Not Scheduled,Medium
Real Estate,Medium,Good,High,Yes,Peshawar,4312000.0,871,Neutral,Not Contacted,High
Finance,Medium,Good,Low,Yes,Islamabad,814000.0,76,Negative,Scheduled,Low
Marketing,Small,Excellent,Low,Yes,Islamabad,3307000.0,99,Neutral,Not Scheduled,Low
Marketing,Small,Good,High,Yes,Karachi,4875000.0,36,Positive,Not Scheduled,High
Real Estate,Medium,Excellent,Medium,Yes,Quetta,5839000.0,257,No Response,Not Contacted,Medium
Education,Large,Poor,Medium,Yes,Karachi,1132000.0,63,Neutral,Scheduled,Medium
Real Estate,Medium,Good,Medium,No,Quetta,9192000.0,213,No Response,Not Scheduled,Low
Education,Medium,Excellent,Medium,Yes,Karachi,525000.0,95,Neutral,Not Contacted,Medium
Education,Medium,Excellent,High,Yes,Peshawar,3904000.0,217,Negative,Scheduled,High
Marketing,Small,Poor,Low,No,Karachi,1043000.0,156,Neutral,Not Scheduled,Low
Technology,Large,Excellent,High,Yes,Islamabad,407000.0,68,Positive,Scheduled,High
Technology,Large,Average,Low,Yes,Karachi,2377000.0,112,Positive,Completed,High
Technology,Small,Good,Medium,Yes,Lahore,3166000.0,978,Neutral,Not Scheduled,Medium
Education,Large,Good,Medium,Yes,Quetta,4396000.0,238,Neutral,Completed,High
Marketing,Medium,Good,Medium,Yes,Faisalabad,876000.0,24,No Response,Not Scheduled,Low
Healthcare,Small,Good,Medium,Yes,Faisalabad,2875000.0,58,Positive,Not Contacted,Medium
Finance,Medium,Excellent,High,Yes,Karachi,1326000.0,274,Positive,Not Contacted,High
Manufacturing,Small,Good,High,Yes,Rawalpindi,2435000.0,109,,Completed,High
Real Estate,Small,Average,Low,Yes,Quetta,1496000.0,46,Positive,Not Scheduled,Low
Manufacturing,Large,Average,High,Yes,Karachi,4103000.0,177,Positive,Not Contacted,High
Marketing,Medium,Good,High,Yes,Karachi,868000.0,32,Neutral,Scheduled,High
Education,Small,Good,Low,Yes,Rawalpindi,639000.0,30,No Response,Scheduled,Medium
Retail,Small,Excellent,Medium,No,Multan,1372000.0,116,Negative,Not Scheduled,Low
Retail,Medium,Good,Low,No,Islamabad,520000.0,71,Positive,Not Contacted,Low
Manufacturing,Medium,Average,Medium,Yes,Peshawar,11713000.0,62,Positive,Scheduled,High
Education,Medium,Poor,Medium,Yes,Islamabad,7508000.0,22,Positive,Completed,High
Manufacturing,Large,Poor,Medium,Yes,Quetta,608000.0,73,Neutral,Scheduled,Medium
Technology,Small,Good,,Yes,Rawalpindi,4077000.0,92,Neutral,Scheduled,Medium
Real Estate,Large,Poor,Medium,Yes,Rawalpindi,2883000.0,79,Negative,Not Contacted,Low
Education,Small,Excellent,Medium,Yes,Peshawar,1756000.0,16,No Response,Not Scheduled,Low
Manufacturing,Large,Good,Low,Yes,Lahore,2516000.0,188,No Response,Completed,High
Technology,Large,Average,High,Yes,Karachi,701000.0,95,Neutral,Not Contacted,Medium
Retail,Small,Poor,Low,Yes,Rawalpindi,1724000.0,51,Positive,Completed,Medium
Technology,Small,Good,Low,Yes,Peshawar,173000.0,63,No Response,Scheduled,Low
Retail,Small,Excellent,Low,Yes,Quetta,668000.0,74,No Response,Scheduled,Medium
Healthcare,Medium,Average,Medium,No,Peshawar,1112000.0,15,Neutral,Not Scheduled,Low
Finance,Medium,Average,Medium,Yes,Peshawar,2608000.0,72,Neutral,Scheduled,Medium
Manufacturing,Medium,Good,Medium,Yes,Peshawar,1328000.0,187,Negative,Not Scheduled,Low
Technology,Large,Average,Low,Yes,Islamabad,663000.0,617,No Response,Not Scheduled,Low
Education,Medium,Average,Medium,Yes,Quetta,6239000.0,2047,No Response,Completed,High
Finance,Medium,Poor,High,Yes,Multan,1964000.0,206,Negative,Completed,Medium
Retail,Small,Average,,Yes,Multan,784000.0,195,Positive,Scheduled,Medium
Education,Medium,Average,High,Yes,Islamabad,989000.0,57,Positive,Not Scheduled,High
Technology,Medium,Average,Low,Yes,Multan,4529000.0,50,No Response,Completed,Medium
Finance,Large,,Medium,No,Multan,984000.0,327,Negative,Scheduled,Medium
Education,Large,Average,Low,Yes,Rawalpindi,1362000.0,151,Positive,Not Scheduled,Medium
Real Estate,Large,Good,Medium,Yes,Lahore,1407000.0,155,Neutral,Not Scheduled,Medium
Technology,Medium,Good,Medium,No,Quetta,189000.0,72,No Response,Not Scheduled,Low
Real Estate,Medium,Good,High,Yes,Faisalabad,7455000.0,87,Positive,Not Scheduled,High
Marketing,Large,Excellent,Medium,No,Karachi,640000.0,49,Neutral,Scheduled,High
Marketing,Small,Good,Medium,Yes,Quetta,1923000.0,201,Positive,Completed,High
Technology,Large,Average,Medium,No,Rawalpindi,2482000.0,207,Positive,Completed,High
Technology,Medium,Excellent,Medium,Yes,Faisalabad,3576000.0,179,Positive,Completed,High
Healthcare,Large,Good,Medium,No,Faisalabad,430000.0,137,Neutral,Not Scheduled,Medium
Finance,Medium,Good,Low,Yes,Karachi,676000.0,102,Negative,Not Contacted,Low
Education,Small,Excellent,Low,No,Faisalabad,255000.0,290,Neutral,Completed,Low
Real Estate,Small,Average,Low,Yes,Peshawar,2806000.0,94,Positive,Not Contacted,Low
Finance,Small,Poor,Medium,No,Rawalpindi,331000.0,417,No Response,Completed,Low
Healthcare,Small,Average,High,Yes,Lahore,1105000.0,50,No Response,Scheduled,Low
Technology,Small,Average,Medium,Yes,Faisalabad,3695000.0,42,Positive,Not Scheduled,Medium
Technology,Large,Poor,Medium,No,Islamabad,3688000.0,35,No Response,Completed,Medium
Healthcare,Small,Excellent,Medium,Yes,Faisalabad,1213000.0,164,Positive,Scheduled,High
Manufacturing,Medium,Excellent,Low,No,Islamabad,4517000.0,200,No Response,Not Scheduled,Low
Marketing,Small,Excellent,,No,Islamabad,2557000.0,65,Neutral,Not Contacted,Low
Finance,Small,Average,High,Yes,Rawalpindi,1084000.0,107,No Response,Not Scheduled,Low
Technology,Small,Average,Medium,No,Karachi,2105000.0,313,Neutral,Scheduled,Low
Technology,Medium,Average,Medium,Yes,Islamabad,437000.0,235,Negative,Not Scheduled,Low
Retail,Medium,Average,Medium,No,Quetta,2370000.0,423,Positive,Not Contacted,Low
Technology,Small,,High,No,Peshawar,715000.0,781,No Response,Scheduled,Low
Finance,Small,Good,High,Yes,Rawalpindi,2351000.0,95,No Response,Not Scheduled,Medium
Marketing,Medium,Average,Low,Yes,Rawalpindi,2121000.0,194,No Response,Scheduled,Low
Finance,Large,Good,Low,Yes,Faisalabad,1184000.0,43,Neutral,Not Scheduled,Medium
Marketing,Large,Average,High,Yes,Islamabad,3237000.0,268,Neutral,Completed,High
Retail,Medium,Average,Low,Yes,Lahore,6401000.0,119,Neutral,Scheduled,Medium
Real Estate,Large,Good,Medium,No,Lahore,815000.0,184,Positive,Scheduled,High
Finance,Small,Excellent,Medium,Yes,Karachi,876000.0,106,Positive,Completed,High
Education,Small,Good,High,No,Quetta,735000.0,102,No Response,Completed,Medium
Education,Medium,Average,Low,Yes,Islamabad,2914000.0,414,Positive,Completed,High
Real Estate,Large,Excellent,Medium,Yes,Lahore,2422000.0,75,Negative,Not Scheduled,Medium
Finance,Medium,Average,,Yes,Karachi,3031000.0,25,No Response,Not Scheduled,Low
Finance,Small,Good,Low,Yes,Multan,2658000.0,168,Neutral,Not Contacted,Low
Manufacturing,Small,Average,Low,Yes,Faisalabad,464000.0,77,Positive,Not Contacted,Low
Marketing,Large,Excellent,Low,Yes,Peshawar,544000.0,548,No Response,Not Scheduled,Medium
Manufacturing,Small,Average,Medium,Yes,Multan,1154000.0,39,Positive,Not Contacted,Medium
Education,Medium,Excellent,High,No,Faisalabad,4598000.0,76,Neutral,Scheduled,High
Education,Small,Excellent,Medium,No,Karachi,483000.0,12,Neutral,Scheduled,Medium
Manufacturing,Small,Average,Low,No,Lahore,1614000.0,186,No Response,Not Contacted,Low
Manufacturing,Medium,Average,Medium,Yes,Peshawar,1785000.0,126,No Response,Not Scheduled,Low
Technology,Medium,Average,High,No,Rawalpindi,5460000.0,47,No Response,Completed,Medium
Real Estate,Small,Excellent,Medium,Yes,Faisalabad,1339000.0,212,No Response,Not Scheduled,Low
Finance,Small,Average,Medium,Yes,Multan,1634000.0,453,Positive,Completed,High
Retail,Medium,Excellent,Low,Yes,Faisalabad,,96,Positive,Not Contacted,High
Finance,Small,Good,High,Yes,Islamabad,2335000.0,29,Positive,Not Scheduled,Medium
Finance,Medium,Good,Medium,Yes,Faisalabad,1265000.0,60,Neutral,Not Contacted,Low
Retail,Medium,Excellent,High,Yes,Lahore,516000.0,56,No Response,Not Scheduled,Medium
Technology,Medium,Excellent,High,Yes,Faisalabad,400000.0,86,Neutral,Not Scheduled,Medium
Manufacturing,Large,Good,Medium,Yes,Karachi,1062000.0,78,Positive,Scheduled,High
Finance,Small,Average,Low,Yes,Lahore,2409000.0,77,Positive,Scheduled,Medium
Retail,Small,Excellent,Low,Yes,Rawalpindi,421000.0,25,Neutral,Not Scheduled,Low
Marketing,Large,,Low,Yes,Multan,1272000.0,49,Positive,Completed,High
Manufacturing,Large,Poor,Medium,Yes,Karachi,367000.0,45,Positive,Not Scheduled,Medium
Real Estate,Small,Poor,High,Yes,Peshawar,2522000.0,215,Negative,Scheduled,Low
Finance,Medium,Good,High,Yes,Karachi,316000.0,58,Positive,Not Scheduled,High
Marketing,Medium,Excellent,Low,Yes,Faisalabad,1971000.0,51,Positive,Not Scheduled,High
Manufacturing,Small,Good,Medium,Yes,Karachi,521000.0,51,No Response,Not Scheduled,Low
Manufacturing,Large,Excellent,Low,Yes,Islamabad,8195000.0,83,No Response,Not Scheduled,Medium
Manufacturing,Small,Good,Low,Yes,Lahore,686000.0,50,Neutral,Completed,Medium
Finance,Medium,Excellent,High,Yes,Islamabad,1430000.0,49,Negative,Completed,High
Education,Small,Good,High,Yes,Peshawar,6790000.0,199,Negative,Scheduled,Medium
Finance,Small,Average,Low,Yes,Islamabad,3045000.0,29,Neutral,Scheduled,Low
Finance,Medium,Good,High,Yes,Faisalabad,509000.0,205,Positive,Completed,High
Healthcare,Small,Excellent,Low,Yes,Rawalpindi,1216000.0,84,,Not Contacted,Medium
Technology,Large,Excellent,Medium,Yes,Islamabad,3286000.0,201,Positive,Scheduled,High
Healthcare,Medium,Good,Medium,Yes,Lahore,1708000.0,134,Negative,Not Contacted,Low
Healthcare,Medium,Average,High,Yes,Islamabad,549000.0,172,Neutral,Completed,High
Technology,Medium,Poor,Low,Yes,Lahore,1346000.0,32,No Response,Scheduled,Low
Retail,Small,Average,High,Yes,Quetta,466000.0,50,Positive,Scheduled,High
Technology,Large,Good,Medium,No,Quetta,300000.0,14,Positive,Not Scheduled,Medium
Retail,Small,Average,Low,Yes,Islamabad,2297000.0,140,Negative,Scheduled,Low
Manufacturing,Small,Good,High,Yes,Peshawar,6964000.0,25,Neutral,Completed,High
Retail,Medium,Excellent,High,Yes,Karachi,1054000.0,121,Positive,Scheduled,High
Retail,Small,Average,Medium,Yes,Lahore,1832000.0,227,No Response,Completed,Medium
Retail,Medium,Good,Low,Yes,Faisalabad,345000.0,9,Positive,Completed,High
Real Estate,Small,Excellent,Medium,Yes,Faisalabad,4166000.0,100,Positive,Not Contacted,High
Marketing,Small,Good,Medium,Yes,Peshawar,550000.0,73,No Response,Scheduled,Low
Real Estate,Medium,Good,Medium,Yes,Rawalpindi,7478000.0,221,Neutral,Completed,High
Technology,Medium,Good,Medium,Yes,Rawalpindi,2898000.0,72,No Response,Not Scheduled,Medium
Manufacturing,Small,Average,High,Yes,Quetta,3178000.0,123,Positive,Not Scheduled,Medium
Retail,Small,Excellent,Low,Yes,Lahore,1975000.0,137,Positive,Not Contacted,Medium
Healthcare,Small,Average,Medium,Yes,Islamabad,472000.0,165,Positive,Not Contacted,Low
Healthcare,Small,Excellent,Low,Yes,Multan,5729000.0,20,Positive,Completed,High
Manufacturing,Medium,Good,Medium,Yes,Peshawar,306000.0,201,No Response,Not Scheduled,Low
Technology,Medium,Poor,High,Yes,Islamabad,1965000.0,135,Positive,Scheduled,High
Technology,Small,Good,Medium,Yes,Rawalpindi,914000.0,97,No Response,Not Scheduled,Low
Retail,Medium,Good,Medium,No,Peshawar,1376000.0,78,Positive,Not Scheduled,Medium
Technology,Medium,Excellent,Low,Yes,Quetta,663000.0,60,No Response,Not Scheduled,Low
Finance,Medium,Average,High,Yes,Peshawar,1138000.0,105,Neutral,Not Scheduled,Medium
Finance,Medium,Excellent,Medium,Yes,Karachi,745000.0,20,Negative,Scheduled,Medium
Marketing,Large,Poor,Medium,Yes,Karachi,930000.0,53,Negative,Scheduled,Medium
Finance,Medium,Good,Low,Yes,Karachi,460000.0,117,Positive,Completed,High
Technology,Small,Excellent,Medium,Yes,Lahore,436000.0,517,No Response,Not Contacted,Low
Education,Small,Excellent,Medium,Yes,Faisalabad,10771000.0,24,No Response,Not Scheduled,Medium
Manufacturing,Medium,Average,Low,Yes,Faisalabad,395000.0,11,Positive,Completed,High
Education,Small,Average,Low,Yes,Peshawar,2636000.0,80,Negative,Not Contacted,Low
Retail,Small,Good,Low,Yes,Faisalabad,903000.0,272,Neutral,Not Scheduled,Low
Healthcare,Medium,Poor,Medium,Yes,Islamabad,4978000.0,133,Negative,Scheduled,Low
Manufacturing,Medium,Good,High,Yes,Lahore,10553000.0,102,No Response,Not Scheduled,Medium
Healthcare,Large,Good,Low,Yes,Multan,2186000.0,67,Positive,Completed,High
Technology,Medium,Poor,High,Yes,Lahore,2306000.0,40,Positive,Not Scheduled,Medium
